company_name,date_of_registration,month_name,state,roc,category,class,company_type,activity_code,activity_description
G.GENIUS CAREER FOUNDATION  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
XCHANGECART (OPC) PRIVATE LIMITED  ,23/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
COMPUTING CONCEPTS INFO PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,74999,Business Services
LIT BUSINESS SOLUTIONS PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,74999,Business Services
RELICX.AI INDIA PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Subsidiary of Foreign Company,72900,Business Services
VAYUSHAKTI RENEWABLE ENERGY PRIVATE LIMITED ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,40106,"Electricity, Gas & Water companies"
AGYAT TECH PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72900,Business Services
MUCHUKUND KRISHAK PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
THIRUMANTARA BUSINESS PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Coimbatore,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
AMS NOSHCRAFT PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,15130,Manufacturing (Food stuffs)
SMAC THINK PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,72900,Business Services
AQUABEAN VENTURES PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,70200,Real Estate and Renting
MALLAWAN FED PRODUCER COMPANY LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
AUDUMBAR SADGURU NIWAS FOUNDATION  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
YOSHICAA APPLIANCES PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,52190,Trading
VISVARUPA TRADING PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,51909,Trading
CSC JALNA KHAPARKHEDA MH KRUSHIKRANTI FARMER PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
GAIRATGANJ AGRO PRODUCER COMPANY LIMITED  ,23/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
ASHWAGIRI TRADING PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,51909,Trading
CHAHALAY PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,15400,Manufacturing (Food stuffs)
UNITEDTECHNOVISION IT & BPO SERVICES PRIVATE LIMITED ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,74999,Business Services
SOCIALLY X INFLUENCER CENTRIC PRIVATE LIMITED ,23/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,74999,Business Services
PSYBHANDU BHRAMAND CONCEPTS PRIVATE LIMITED ,23/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,52100,Trading
AMERO INDUSTRIES PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,29309,Manufacturing (Machinery & Equipments)
TECHNOSAT SOLUTIONS PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,64203,"Transport, storage and Communications"
ASCENDANCYBHARAT ENTERPRISES PRIVATE LIMITED ,23/04/21,Apr-21,Jharkhand,RoC-Jharkhand,Company limited by Shares,Private,Non-govt company,80903,"Community, personal & Social Services"
HUMAN CHAIN FOUNDATION  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
NECTAR ENVIRO INDIA PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,74999,Business Services
REM42 TECHNOLOGIES PRIVATE LIMITED,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
ROOTPLATFORM (OPC) PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
NLTS INDIA PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Subsidiary of Foreign Company,72900,Business Services
ATLANTIC MOVERS (OPC) PRIVATE LIMITED  ,23/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private(One Person Company),Non-govt company,63000,"Transport, storage and Communications"
VALUE-MERGE INSURANCE BROKERS PRIVATE LIMITED ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,66000,Insurance
ARJUNI AND DEORI FARMER PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1120,Agriculture and Allied Activities
DREAM SAVER PLUS NIDHI LIMITED  ,23/04/21,Apr-21,Jharkhand,RoC-Jharkhand,Company limited by Shares,Public,Non-govt company,65990,Finance
NASHIK FPO FEDERATION  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
JSN IT TECHNOLOGIES PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,72900,Business Services
MAPKIT SOLUTIONS PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,31900,Manufacturing (Machinery & Equipments)
FILTUSH INFRACONE PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,74999,Business Services
NAVNIRMIT SHETKARI UTPADAK FARMER PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
KALPINVENTURES PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,45400,Construction
PARATE STHAPATYA NIRMAN PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,45309,Construction
STELLATA INDIA INFRABUILD PRIVATE LIMITED ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,45400,Construction
INDIGENOUS AGRO-ALLIED FARMER PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Nagaland,RoC-Shillong,Company limited by Shares,Private,Non-govt company,1111,Agriculture and Allied Activities
FLOWGAIN PHARMA CARE PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,51909,Trading
GAMEHUNT SPORTS INDIA PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,92490,"Community, personal & Social Services"
SPORTLECT CONSULTANCY SERVICES PRIVATE LIMITED ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
SBP EXIM PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,24290,"Manufacturing (Metals & Chemicals, and products thereof)"
YOGESHWARI WOMEN FARMER PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1409,Agriculture and Allied Activities
VOLUMM LUMINARIES PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,51909,Trading
AGA IT SOLUTIONS PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,74999,Business Services
DELTA EDGE TECHNOLOGY VENTURES PRIVATE LIMITED ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72900,Business Services
ISKH ONLINE LEARNING APP PRIVATE LIMITED  ,23/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,80900,"Community, personal & Social Services"
SRISHTIKA VENTURES PRIVATE LIMITED  ,23/04/21,Apr-21,Jharkhand,RoC-Jharkhand,Company limited by Shares,Private,Non-govt company,51909,Trading
SHIFT PLUS CTRL PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72900,Business Services
MOLECULOCHEM PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,24239,"Manufacturing (Metals & Chemicals, and products thereof)"
SHOORA HOSPITALITY INDIA PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,55209,Trading
EANID OVERSEAS PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,74999,Business Services
EGSALE INDIA PRIVATE LIMITED  ,23/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,45203,Construction
ROOK ECOM PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,72900,Business Services
DREAMCITY KHANNA MANAGEMENT SERVICES PRIVATE LIMITED ,23/04/21,Apr-21,Punjab,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,74140,Business Services
UDIFY TECHNOLOGIES PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,72900,Business Services
FRESHGRUPO INDIA PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,1409,Agriculture and Allied Activities
PARIKALPIT FOUNDATION  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
OCEANAUTICS PRIVATE LIMITED  ,23/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,72900,Business Services
VYANKATESH MEDICARE PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,24290,"Manufacturing (Metals & Chemicals, and products thereof)"
SRB TERMINALS PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,63030,"Transport, storage and Communications"
NATURE SENSE HORTICULTURE PRIVATE LIMITED ,26/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
JAYANTIROY MEDICAL PRIVATE LIMITED  ,26/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,51900,Trading
SGB TECHNOLOGY AND MANAGEMENT SERVICES PRIVATE LIMITED ,26/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,74999,Business Services
LAYUL BUILDERS (OPC) PRIVATE LIMITED  ,26/04/21,Apr-21,Himachal Pradesh,RoC-HimachalPradesh,Company limited by Shares,Private(One Person Company),Non-govt company,45309,Construction
GEETHIKA SRI PRIVATE LIMITED  ,26/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,52520,Trading
AGYAD SERVICES (OPC) PRIVATE LIMITED  ,26/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private(One Person Company),Non-govt company,85110,"Community, personal & Social Services"
ISLAH EDUCATIONAL FOUNDATION  ,26/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,80902,"Community, personal & Social Services"
KAIXEN TECHSTUDIO (OPC) PRIVATE LIMITED  ,26/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
FINFOR CONSILIUM PRIVATE LIMITED  ,26/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,93090,"Community, personal & Social Services"
E-THREE GAMING PRIVATE LIMITED  ,26/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,72200,Business Services
RIGS HOLIDAY PRIVATE LIMITED  ,26/04/21,Apr-21,Tamil Nadu,RoC-Coimbatore,Company limited by Shares,Private,Non-govt company,55101,Trading
GKF AGRO FORESTRY PRIVATE LIMITED  ,26/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,1110,Agriculture and Allied Activities
INTELLIGENT BRAVE SECURITY SERVICES PRIVATE LIMITED ,26/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,74999,Business Services
AIR CARGO PACKERS & MOVERS PRIVATE LIMITED ,26/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,60210,"Transport, storage and Communications"
SHREE BALMUKUNDJI GUPTA PRIVATE LIMITED  ,26/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,74999,Business Services
PY DYNAMO SERVICES PRIVATE LIMITED  ,26/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
SPANGLE BUILDCON PRIVATE LIMITED  ,26/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
REAL BUSINESS AND DEVELOPERS PRIVATE LIMITED ,26/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
RAMESWAR FISH & SHRIMP PRIVATE LIMITED  ,26/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,15400,Manufacturing (Food stuffs)
IAVALIC LIFESCIENCES PRIVATE LIMITED  ,26/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,51397,Trading
GCM LIFE SCIENCES PRIVATE LIMITED  ,26/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,24299,"Manufacturing (Metals & Chemicals, and products thereof)"
SURESHBAID UDAAN FOUNDATION  ,26/04/21,Apr-21,Chattisgarh,RoC-Chhattisgarh,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
LERQO TECH PRIVATE LIMITED  ,26/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72900,Business Services
NEXT UDAAN MARKETING PRIVATE LIMITED  ,26/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
DNYANGANGA SHETKARI PRODUCER COMPANY LIMITED ,26/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1111,Agriculture and Allied Activities
JAI JIJAU SHETKARI PRODUCER COMPANY LIMITED ,26/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1409,Agriculture and Allied Activities
NEW LIFE CARE MEDICAL HOSPITAL (OPC) PRIVATE LIMITED ,26/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private(One Person Company),Non-govt company,85100,"Community, personal & Social Services"
BUMP ADVERTISING PRIVATE LIMITED  ,26/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
AURORATECH BUSINESS SERVICES PRIVATE LIMITED ,26/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,74999,Business Services
INSPIRING INFRA PRIVATE LIMITED  ,26/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
TIFFOT PRIVATE LIMITED  ,26/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,37100,Manufacturing (Others)
EDU. MED. COMMUNITY HEALTH AND MEDICAL EDUCATION (OPC) PRIVATE LIMITED ,26/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private(One Person Company),Non-govt company,80302,"Community, personal & Social Services"
AISOE PRIVATE LIMITED  ,26/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,85100,"Community, personal & Social Services"
MUHUROOT GOLD NIDHI LIMITED  ,26/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Public,Non-govt company,65991,Finance
VINTECH SMART DEVELOPMENT (OPC) PRIVATE LIMITED ,26/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
SMILEYS HELPS FOUNDATION  ,26/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
ABITHA MANUFACTURING PRIVATE LIMITED  ,26/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,17299,Manufacturing (Textiles)
VISHWANADH MARINE SERVICES PRIVATE LIMITED ,26/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,45201,Construction
SPS INVESTMENT & WEALTH MANAGEMENT PRIVATE LIMITED ,26/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,67120,Finance
WEBDEKHO PRIVATE LIMITED  ,26/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,72900,Business Services
SPORTECH INNOVATION LAB PRIVATE LIMITED  ,26/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,73100,"Community, personal & Social Services"
4CORNERS BUSINESS PRIVATE LIMITED,26/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,51909,Trading
PEEHU EXPRESS PRIVATE LIMITED  ,26/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,60231,"Transport, storage and Communications"
CONQUEROR SOLUTIONS PRIVATE LIMITED  ,26/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
JEEVAN ECOTEX PRIVATE LIMITED  ,26/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,17299,Manufacturing (Textiles)
SELICO AGRO ORGANICS PRIVATE LIMITED  ,26/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,24110,"Manufacturing (Metals & Chemicals, and products thereof)"
OM STEELALLOY TRADE (OPC) PRIVATE LIMITED ,26/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private(One Person Company),Non-govt company,51909,Trading
SWARNA AURA EXIM PRIVATE LIMITED  ,26/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,51909,Trading
VIRTUAL ASSISTANT PRIVATE LIMITED  ,26/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,72900,Business Services
SYPILL INDIA PRIVATE LIMITED  ,26/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,24230,"Manufacturing (Metals & Chemicals, and products thereof)"
WTWEBS INFOTECH PRIVATE LIMITED  ,26/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,72900,Business Services
AGYA TECHNOLOGIES PRIVATE LIMITED  ,26/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
SKYZ STONES INDIA PRIVATE LIMITED  ,26/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,14290,Mining & Quarrying
RONAK PUBLICATION HOUSE PRIVATE LIMITED  ,26/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,22219,"Manufacturing (Paper & Paper products, Publishing, printingand reproduction of recorded media)"
RAVI TUBES AND PIPES PRIVATE LIMITED  ,26/04/21,Apr-21,Chattisgarh,RoC-Chhattisgarh,Company limited by Shares,Private,Non-govt company,51909,Trading
BIZSOFT SYSTEM PRIVATE LIMITED  ,26/04/21,Apr-21,Tamil Nadu,RoC-Coimbatore,Company limited by Shares,Private,Non-govt company,72900,Business Services
JAMAKHANDI OILSEED AND MILLETS PRODUCER COMPANY LIMITED ,26/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
